index,year,statesuperintendency,agency,reservation,school,school_type,students_enrollment,avg_attendance,num_students,school_capacity
6847,1888,Indian Territory,"Kiowa, Comanche, and Wichita Agency",,Kiowa Boarding,boarding,89,63,894,100
6849,1888,Indian Territory,"Kiowa, Comanche, and Wichita Agency",,Wichita Boarding,boarding,82,63,200,65
6856,1888,Oklahoma,Osage Agency,,Osage Boarding,boarding,209,128,140,150
6857,1888,Oklahoma,Osage Agency,,Kaw Boarding,boarding,59,57,140,70
6859,1888,Oklahoma,Osage Agency,,St. Louis Boarding,boarding,36,28,140,50
6861,1888,Oklahoma,"Ponca, Pawnee, and Otoe Agency",,Pawnee Boarding,boarding,77,64,269,70
6862,1888,Oklahoma,"Ponca, Pawnee, and Otoe Agency",,Ponca Boarding,boarding,101,93,100,100
6863,1888,Oklahoma,"Ponca, Pawnee, and Otoe Agency",,Otoe Boarding,boarding,57,53,80,50
6867,1888,Indian Territory,Quapaw Agency ,,Miami Day ,day,18,8,22,30
6868,1888,Indian Territory,Quapaw Agency ,,Modoc Day ,day,16,12,17,30
6870,1888,Indian Territory,Quapaw Agency ,,Peoria Day ,day,19,16,59,50
6871,1888,Indian Territory,Quapaw Agency ,,Quapaw Boarding,boarding,54,42,68,50
6872,1888,Indian Territory,Quapaw Agency ,,"Seneca, Shawnee, and Wyandotte Boarding",boarding,104,73,211,85
6875,1888,Indian Territory,Sac and Fox Agency ,,Absentee Shawnee Boarding,boarding,88,49,425,80
6879,1888,Indian Territory,Sac and Fox Agency ,,Sac and Fox Boarding,boarding,74,51,115,50
6880,1888,Indian Territory,Sac and Fox Agency ,,Sacred Heart Boarding,boarding,19,8,213,60
6881,1888,Oklahoma,,Chilocco ,Chilocco Training,boarding,188,154,15,200
6892,1888,Kansas,Pottawatomie and Great Nemaha Agency ,,Kickapoo Boarding,boarding,55,35,50,30
6893,1888,Kansas,Pottawatomie and Great Nemaha Agency ,,Pottawatomie Boarding,boarding,36,20,60,30
6894,1888,Kansas,Pottawatomie and Great Nemaha Agency ,,Sac and Fox and Iowa Boarding,boarding,47,30,50,50
6895,1888,Kansas,,Halstead,Mennonite Mission Boarding,boarding,26,22,15,35
6896,1888,Kansas,,Lawrence,Haskell Institute,boarding,398,338,15,350
6897,1888,Kansas,,Neosho County,St. Ann's Academy,boarding,18,16,15,100
6899,1888,Michigan,Mackinac Agency,,L'Anse Day ,day,52,19,167,40
6900,1888,Michigan,Mackinac Agency,,Chippewa Day ,day,41,13,167,50
6903,1888,Michigan,Mackinac Agency,,Baraga Boarding,boarding,24,19,167,60
6904,1888,Michigan,Mackinac Agency,,Iroquois Point Day ,day,24,11,167,40
6905,1888,Michigan,Mackinac Agency,,Middle Village Day ,day,18,13,167,35
6906,1888,Michigan,Mackinac Agency,,St. Ignace Day ,day,34,23,167,40
6911,1888,Minnesota,White Earth Agency,,Leech Lake Boarding,boarding,49,37,229,45
6914,1888,Minnesota,White Earth Agency,,Red Lake Boarding,boarding,110,47,229,70
6917,1888,Minnesota,White Earth Agency,,Agency Boarding,boarding,153,91,229,110
6918,1888,Minnesota,White Earth Agency,,Pine Point Day ,day,60,29,229,80
6919,1888,Minnesota,White Earth Agency,,Rice River Day ,day,47,17,229,40
6920,1888,Minnesota,White Earth Agency,,St. Benedict's Orphan,boarding,25,25,229,25
6921,1888,Minnesota,,Avoca,St. Francis Xavier's Academy ,boarding,53,48,15,50
6922,1888,Minnesota,,Clontarf,St. Paul's Industrial ,boarding,111,87,15,180
6923,1888,Minnesota,,Collegeville ,St. John's Institute,boarding,105,85,15,200
6924,1888,Minnesota,,Graceville,Convent of Our Lady ,boarding,31,18,15,25
6925,1888,Minnesota,,Morris,Sisters of Mercey ,boarding,6,6,15,50
6926,1888,Minnesota,,Saint Joseph ,St. Benedict's Academy,boarding,93,84,15,175
6927,1888,Minnesota,,Birch Cooley ,Indewakanton Day ,day,33,22,15,50
6928,1888,Montana,Blackfeet Agency,,Blackfeet Boarding,boarding,36,31,500,50
6930,1888,Montana,Crow Agency,,Crow Boarding,boarding,52,50,233,50
6931,1888,Montana,Crow Agency,,Montana Industrial ,boarding,28,13,233,50
6932,1888,Montana,Crow Agency,,St. Xavier Industrial ,boarding,79,56,233,75
6933,1888,Montana,Flathead Agency,,St. Ignatius Industrial ,boarding,174,160,705,200
6939,1888,Montana,Fort Belknap Agency ,,Fort Belknap Day ,day,34,22,251,60
6942,1888,Montana,Fort Belknap Agency ,,St. Paul's Industrial ,boarding,25,20,251,60
6943,1888,Montana,Fort Peck Agency ,,Poplar Creek Boarding,boarding,220,197,959,150
6948,1888,Montana,Tongue River Agency,,St. Labre's Boarding,boarding,44,25,50,50
6949,1888,Montana,Tongue River Agency,,Agency Day ,day,52,8,50,90
6950,1888,Montana,Tongue River Agency,,St. Peter's Mission ,boarding,63,50,50,88
6952,1888,Nebraska,Omaha and Winnebago Agency,,Omaha Boarding,boarding,88,57,93,60
6953,1888,Nebraska,Omaha and Winnebago Agency,,Winnebago Boarding,boarding,89,66,200,90
6954,1888,Nebraska,Omaha and Winnebago Agency,,Omaha Mission ,boarding,46,30,93,60
6956,1888,Nebraska,Santee and Flandreau Agency ,,Ponca Day ,day,12,7,47,50
6957,1888,Nebraska,Santee and Flandreau Agency ,,Flandreau Day ,day,34,22,73,50
6958,1888,Nebraska,Santee and Flandreau Agency ,,Santee Boarding,boarding,94,63,41,75
6959,1888,Nebraska,Santee and Flandreau Agency ,,Hope Boarding,boarding,39,36,41,38
6960,1888,Nebraska,Santee and Flandreau Agency ,,Santee Normal Training School ,boarding,146,112,41,150
6961,1888,Nebraska,,Genoa,Genoa Training ,boarding,199,166,15,200
6964,1888,Nevada,Nevada Agency,,Pyramid Lake Boarding,boarding,77,56,375,50
6965,1888,Nevada,Nevada Agency,,Walker River Day ,day,59,34,375,35
6967,1888,Nevada,Western Shoshone Agency,,Western Shoshone Day,day,52,32,88,40
6970,1888,New Mexico,Mescalero Apache,,Mescalero Boarding,boarding,35,35,312,35
6971,1888,New Mexico,Navajo Agency ,,Navajo Boarding,boarding,42,35,8000,70
6974,1888,New Mexico,Pueblo Agency,,Isleta Day No. 1,day,51,28,122,60
6976,1888,New Mexico,Pueblo Agency,,Laguna Day No. 1,day,39,31,122,60
6979,1888,New Mexico,Pueblo Agency,,Acoma Day ,day,31,14,122,40
6980,1888,New Mexico,Pueblo Agency,,Zuni Day ,day,55,25,122,40
6981,1888,New Mexico,Pueblo Agency,,Santo Domingo Day ,day,40,33,122,100
6984,1888,New Mexico,Pueblo Agency,,Taos Day ,day,30,29,122,50
6985,1888,New Mexico,Pueblo Agency,,San Felipe Day ,day,28,10,122,25
6990,1888,New Mexico,Pueblo Agency,,Jemez Day No. 1,day,66,36,122,75
6992,1888,New Mexico,Pueblo Agency,,San Juan Day ,day,35,30,122,50
6993,1888,New Mexico,Pueblo Agency,,Albuquerque Industrial ,boarding,181,147,122,200
6994,1888,New Mexico,Pueblo Agency,,Albuquerque Boarding ,boarding,41,33,122,60
6995,1888,New Mexico,Pueblo Agency,,Bernalillo Boarding,boarding,37,34,122,50
6996,1888,New Mexico,Pueblo Agency,,"Saint Catherine's Boarding, Sante Fe",boarding,83,74,122,125
6997,1888,New Mexico,Pueblo Agency,,"University of New Mexico, Santa Fe",boarding,45,39,122,50
6998,1888,New Mexico,Pueblo Agency,,Acomita Day ,day,35,32,122,50
6999,1888,New Mexico,Pueblo Agency,,Isleta Day No. 2,day,58,12,122,60
7000,1888,New Mexico,Pueblo Agency,,Jemez Day No. 2,day,49,17,122,75
7001,1888,New Mexico,Pueblo Agency,,Laguna Day No. 2,day,63,20,122,60
7018,1888,North Carolina,Eastern Cherokee Agency ,,Cherokee Training ,boarding,41,40,100,80
7019,1888,North Carolina,Eastern Cherokee Agency ,,Big Cove Day ,day,69,37,100,45
7020,1888,North Carolina,Eastern Cherokee Agency ,,Bird Town Day ,boarding,36,25,100,36
7021,1888,North Carolina,Eastern Cherokee Agency ,,Cherokee Day ,day,50,32,100,40
7022,1888,North Carolina,Eastern Cherokee Agency ,,Macedonia Day ,day,69,37,100,45
7023,1888,North Carolina,Eastern Cherokee Agency ,,Robbinsville Day ,day,28,13,100,35
7024,1888,Oregon,Grand Ronde Agency,,Grande Ronde Boardin,boarding,73,58,109,70
7044,1888,Oregon,Klamath Agency ,,Klamath Boarding,boarding,113,104,108,110
7046,1888,Oregon,Klamath Agency ,,Yainax Boarding,boarding,86,76,108,80
7047,1888,Oregon,Siletz Agency ,,Siletz Boarding,boarding,60,57,149,60
7066,1888,Indian Territory,Umatilla Agency,,Umatilla Boarding,boarding,90,48,196,75
7070,1888,Oregon,Warm Springs Agency,,Sinemasho Boarding,boarding,40,28,111,50
7071,1888,Oregon,Warm Springs Agency,,Warm Springs Boarding,boarding,69,41,82,60
7076,1888,Oregon,,Chemawa,Salem Training ,boarding,200,167,15,250
7078,1888,Pennsylvania,,Carlisle ,Carlisle Training School ,boarding,585,563,15,500
7079,1888,Pennsylvania,,Martinsburg,Juniata Institute,boarding,58,54,15,125
7080,1888,Pennsylvania,,Philadelphia,Lincoln Institute,boarding,212,200,15,260
7082,1888,Utah,Uintah and Ouray Agency,,Uintah Valley Boarding,boarding,44,36,250,25
7088,1888,Virginia,,Hampton ,Normal and Agricultural Institute,boarding,126,118,15,150
7090,1888,Washington,Colville Agency ,,Coeur d'Alene Boy's Boarding,boarding,61,51,225,100
7097,1888,Washington,Colville Agency ,,Colville Boy's Boarding,boarding,61,37,225,50
7100,1888,Washington,Colville Agency ,,Colville Girl's Boarding,boarding,60,55,225,90
7101,1888,Washington,Colville Agency ,,Coeur d'Alene Girl's Boarding,boarding,55,49,225,100
7102,1888,Washington,Neah Bay Agency,,Neah Bay Boarding,boarding,59,42,94,50
7104,1888,Washington,Neah Bay Agency,,Quillehute Day ,day,59,40,68,50
7123,1888,Washington,Nisqually and S'Kokomish Agency ,,Chehalis ,boarding,42,39,83,50
7124,1888,Washington,Nisqually and S'Kokomish Agency ,,Puyallup Boarding,boarding,98,86,83,85
7125,1888,Washington,Nisqually and S'Kokomish Agency ,,S'Kokomish Boarding,boarding,49,41,83,40
7126,1888,Washington,Nisqually and S'Kokomish Agency ,,Jamestown Day ,day,20,16,83,30
7127,1888,Washington,Quinaielt Agency ,,Quinaielt Boarding,boarding,20,18,70,30
7128,1888,Washington,Quinaielt Agency ,,Queets Village Day ,day,19,19,27,40
7129,1888,Washington,Tulalip Agency ,,Tulalip Boarding,boarding,142,127,228,150
7135,1888,Washington,Yakama Agency,,Yakima Boarding,boarding,109,90,250,150
7149,1888,Washington,,Northern Yakima,St. Joseph's Boarding,boarding,25,16,15,50
7151,1888,Wisconsin,Green Bay Agency,,Oneida East Day ,day,30,13,49,35
7152,1888,Wisconsin,Green Bay Agency,,Stockbridge Day ,day,35,15,30,30
7153,1888,Wisconsin,Green Bay Agency,,Menomonee Boarding,boarding,119,92,353,100
7154,1888,Wisconsin,Green Bay Agency,,St. Joseph's Boarding,boarding,168,130,49,150
7155,1888,Wisconsin,Green Bay Agency,,Cornelius Day ,day,28,10,49,56
7156,1888,Wisconsin,Green Bay Agency,,Hobart Day ,day,73,29,49,120
7157,1888,Wisconsin,Green Bay Agency,,Oneida West Day No. 1,day,85,19,49,55
7158,1888,Wisconsin,Green Bay Agency,,Oneida West Day No. 2,day,30,13,49,35
7159,1888,Wisconsin,Green Bay Agency,,Oneida West Day No. 3,day,30,9,49,40
7163,1888,Wisconsin,La Pointe Agency,,Bad River Day ,day,74,47,133,60
7164,1888,Wisconsin,La Pointe Agency,,Lac Court Oreilles Day,day,75,45,133,120
7165,1888,Wisconsin,La Pointe Agency,,Fond du Lac Day,day,40,15,133,30
7166,1888,Wisconsin,La Pointe Agency,,Grand Portage Day ,day,20,9,133,20
7168,1888,Wisconsin,La Pointe Agency,,Lac du Flambeau Day,day,25,14,133,25
7169,1888,Wisconsin,La Pointe Agency,,Pah-quay-ah-wong Day ,day,39,26,133,40
7170,1888,Wisconsin,,,Vermillion Lake Day ,day,66,27,15,50
7171,1888,Wisconsin,,Bayfield,Bayfield Boarding,boarding,69,47,15,100
7172,1888,Wisconsin,,Milwaukee,Good Shepherd Industrial ,boarding,18,18,15,50
7173,1888,Wisconsin,,Wittenberg,Wittenberg Boarding,boarding,57,43,15,70
7176,1888,Wyoming,Shoshone Agency,,Wind River Boarding,boarding,99,73,391,80
7187,1889,Arizona,Colorado River Agency ,,Colorado River Boarding,boarding,43,39,,60
7188,1889,Arizona,Colorado River Agency ,Fort Yuma,Yuma Boarding,boarding,112,84,,250
7189,1889,Arizona,Colorado River Agency ,Keam's Canon,Moquis Boarding,boarding,67,50,,50
7190,1889,Arizona,Pima Agency,,Pima Boarding,boarding,81,35,,100
7196,1889,Arizona,San Carlos Agency,,San Carlos Boarding,boarding,50,38,,50
7203,1889,Arizona,,Tucson,Tucson Boarding,boarding,68,,75,84
7224,1889,California,Mission Tule River (Consolidated) Agency,,Agua Caliente Day ,day,47,32,,46
7225,1889,California,Mission Tule River (Consolidated) Agency,,Choahilla Day ,day,34,28,,40
7226,1889,California,Mission Tule River (Consolidated) Agency,,La Jolla Day ,day,41,28,,50
7227,1889,California,Mission Tule River (Consolidated) Agency,,Portrero Day ,day,33,26,,25
7228,1889,California,Mission Tule River (Consolidated) Agency,,Rincon Day ,day,35,22,,40
7229,1889,California,Mission Tule River (Consolidated) Agency,,San Jacinto Day ,day,32,24,,35
7230,1889,California,Hoopa Valley Agency ,Hoopa Valley ,Hoopa Valley Day ,day,45,28,,60
7237,1889,California,Round Valley Agency,,Headquarters Day,day,43,30,,40
7238,1889,California,Round Valley Agency,,Lowerquarters Day ,day,28,21,,40
7239,1889,California,,San Diego ,Industrial Training,boarding,66,55,3,100
7240,1889,California,,,St. Turibius Mission Day,day,31,22,3,40
7241,1889,California,,,Hopland Day ,day,36,24,3,45
7242,1889,California,,,Sulphur Banks Day ,day,34,15,3,50
7243,1889,California,,,Ukiah Day,day,40,16,3,60
7245,1889,Colorado,Southern Ute Agency,,Agency Day,day,17,12,,25
7251,1889,Colorado,,Denver,Good Shepherd Boarding,boarding,58,58,3,150
7252,1889,Colorado,,,Grand Junction Industrial ,boarding,28,16,3,60
7258,1889,Dakota,Cheyenne River Agency,,Boy's Boarding,boarding,65,62,,60
7259,1889,Dakota,Cheyenne River Agency,,Oahe Industrial ,boarding,50,38,,50
7260,1889,Dakota,Cheyenne River Agency,,St. John's Boarding,boarding,40,40,,40
7261,1889,Dakota,Cheyenne River Agency,,No. 1 Day ,day,34,30,,30
7262,1889,Dakota,Cheyenne River Agency,,No. 2 Day ,day,23,18,,25
7263,1889,Dakota,Cheyenne River Agency,,No. 3 Day ,day,19,14,,25
7264,1889,Dakota,Cheyenne River Agency,,No. 4 Day ,day,19,11,,20
7265,1889,Dakota,Cheyenne River Agency,,No. 5 Day ,day,26,21,,25
7266,1889,Dakota,Cheyenne River Agency,,No. 6 Day ,day,21,16,,25
7267,1889,Dakota,Cheyenne River Agency,,No. 7 Day ,day,21,15,,25
7268,1889,Dakota,Cheyenne River Agency,,No. 8 Day ,day,39,28,,30
7271,1889,Dakota,Crow Creek and Lower Brule Agency,,Lower Brule Boarding,boarding,65,42,,60
7273,1889,Dakota,Crow Creek and Lower Brule Agency,,Crow Creek Boarding,boarding,91,80,,85
7274,1889,Dakota,Crow Creek and Lower Brule Agency,,Dirving Hawk's Camp Day ,day,9,8,,18
7275,1889,Dakota,Crow Creek and Lower Brule Agency,,White River Day ,day,42,22,,44
7276,1889,Dakota,Crow Creek and Lower Brule Agency,,Immaculate Conception Boarding,boarding,114,89,,130
7280,1889,Dakota,Devil's Lake Agency,,Boy's Boarding,boarding,33,27,,30
7281,1889,Dakota,Devil's Lake Agency,,Industrial Boarding,boarding,116,103,,100
7282,1889,Dakota,Devil's Lake Agency,,St. Mary's Boarding (Turtle Mountain),boarding,147,122,,150
7283,1889,Dakota,Devil's Lake Agency,,No. 1 Day (Turtle Mountain),day,24,13,,40
7284,1889,Dakota,Devil's Lake Agency,,No. 2 Day (Turtle Mountain),day,43,20,,35
7285,1889,Dakota,Devil's Lake Agency,,No. 3 Day (Turtle Mountain),day,43,27,,80
7286,1889,Dakota,Devil's Lake Agency,,St. John's Day (Turtle Mountain),day,112,66,,90
7287,1889,Dakota,Fort Berthold Agency,,Fort Berthold Boarding,boarding,34,30,,36
7291,1889,Dakota,Fort Berthold Agency,Fort Stevenson,Fort Stevenson Industrial ,boarding,110,89,,150
7296,1889,Dakota,Pine Ridge Agency,,Pine Ridge Boarding,boarding,180,160,,200
7297,1889,Dakota,Pine Ridge Agency,,Holy Rosary Boarding,boarding,116,104,,200
7298,1889,Dakota,Pine Ridge Agency,,No. 1 Day,day,43,24,,40
7299,1889,Dakota,Pine Ridge Agency,,No. 2 Day ,day,40,15,,48
7300,1889,Dakota,Pine Ridge Agency,,No. 3 Day ,day,80,39,,40
7301,1889,Dakota,Pine Ridge Agency,,No. 4 Day ,day,64,43,,30
7302,1889,Dakota,Pine Ridge Agency,,No. 5 Day ,day,55,29,,40
7303,1889,Dakota,Pine Ridge Agency,,No. 6 Day ,day,63,36,,76
7304,1889,Dakota,Pine Ridge Agency,,No. 7 Day ,day,40,30,,40
7305,1889,Dakota,Pine Ridge Agency,,No. 8 Day ,day,35,29,,40
7314,1889,Dakota,Rosebud Agency,,St. Francis Boarding,boarding,108,73,,100
7315,1889,Dakota,Rosebud Agency,,Agency Day ,day,39,23,,30
7316,1889,Dakota,Rosebud Agency,,Big Oak Creek Day ,day,30,23,,30
7317,1889,Dakota,Rosebud Agency,,Black Pipe Creek Day ,day,40,33,,30
7318,1889,Dakota,Rosebud Agency,,Corn Creek Day ,day,27,24,,30
7319,1889,Dakota,Rosebud Agency,,Cut Meat Creek Day ,day,31,27,,30
7320,1889,Dakota,Rosebud Agency,,Little White River Day ,day,32,26,,30
7321,1889,Dakota,Rosebud Agency,,Pass Creek Day ,day,32,27,,30
7322,1889,Dakota,Rosebud Agency,,Pine Creek Day ,day,26,16,,30
7323,1889,Dakota,Rosebud Agency,,Red Leaf Camp Day ,day,33,24,,30
7324,1889,Dakota,Rosebud Agency,,Ring Thunder Camp Day ,day,32,26,,30
7325,1889,Dakota,Rosebud Agency,,White Thunder Creek DAy ,day,27,23,,30
7326,1889,Dakota,Sisseton Agency,,Sisseton Industrial ,boarding,88,67,,140
7327,1889,Dakota,Sisseton Agency,,Goodwill Mission Boarding,boarding,119,98,,100
7333,1889,Dakota,Standing Rock Agency,,Agency Boarding,boarding,118,97,,100
7334,1889,Dakota,Standing Rock Agency,,Agricultural Boarding,boarding,100,91,,100
7335,1889,Dakota,Standing Rock Agency,,Cannon Ball Day ,day,93,59,,60
7336,1889,Dakota,Standing Rock Agency,,Grand River Day ,day,79,57,,60
7337,1889,Dakota,Standing Rock Agency,,Marmot Day ,day,39,23,,40
7338,1889,Dakota,Standing Rock Agency,,No. 1 Day ,day,38,24,,30
7339,1889,Dakota,Standing Rock Agency,,No. 2 Day ,day,27,21,,30
7340,1889,Dakota,Standing Rock Agency,,No. 3 Day ,day,32,15,,30
7341,1889,Dakota,Standing Rock Agency,,St. Francis de Sales Day No. 4,day,41,15,,40
7342,1889,Dakota,Yankton Agency,,Yankton Boarding,boarding,92,78,,75
7343,1889,Dakota,Yankton Agency,,St. Paul's Boarding,boarding,51,43,,42
7344,1889,Idaho,Fort Hall Agency,,Fort Hall Boarding,boarding,87,81,,100
7347,1889,Idaho,Lemhi Agency,,Lemhi Boarding,boarding,25,20,,30
7348,1889,Idaho,Nez Perce Agency,,Boy's Boarding,boarding,70,39,,75
7349,1889,Idaho,Nez Perce Agency,,Girl's Boarding,boarding,59,32,,75
7352,1889,Indiana,,Wabash,White's Manual Labor Institute,boarding,74,66,3,80
7353,1889,Indiana,,Rennselaer,St. Joseph's Normal ,boarding,51,47,3,100
7355,1889,Indian Territory,Cheyenne and Arapahoe Agency,,Cheyenne Boarding,boarding,79,48,,125
7356,1889,Indian Territory,Cheyenne and Arapahoe Agency,,Arapaho Boarding,boarding,99,73,,100
7359,1889,Indian Territory,Cheyenne and Arapahoe Agency,,Mennonite Boarding (Agency),boarding,52,46,,50
7360,1889,Indian Territory,Cheyenne and Arapahoe Agency,,Mennonite Boarding (cantonment),boarding,56,49,,90
7363,1889,Indian Territory,"Kiowa, Comanche, and Wichita Agency",,Kiowa Boarding,boarding,115,58,,100
7365,1889,Indian Territory,"Kiowa, Comanche, and Wichita Agency",,Wichita Boarding,boarding,80,61,,65
7372,1889,Indian Territory,Osage Agency,,Osage Boarding,boarding,168,117,,150
7373,1889,Indian Territory,Osage Agency,,Kaw Boarding,boarding,50,41,,70
7374,1889,Indian Territory,Osage Agency,,St. Louis Boarding,boarding,81,62,,100
7375,1889,Indian Territory,Osage Agency,,St. John's Mission Boarding,boarding,31,30,,40
7376,1889,Indian Territory,Osage Agency,,McCabe Boarding (Pawhuska),boarding,46,25,,50
7378,1889,Indian Territory,"Ponca, Pawnee, and Otoe Agency",,Pawnee Boarding,boarding,90,73,,80
7379,1889,Indian Territory,"Ponca, Pawnee, and Otoe Agency",,Ponca Boarding,boarding,89,75,,100
7380,1889,Indian Territory,"Ponca, Pawnee, and Otoe Agency",,Otoe Boarding,boarding,51,43,,50
7384,1889,Washington,Quapaw Agency,,Miami Day ,day,13,6,,30
7385,1889,Washington,Quapaw Agency,,Modoc Day ,day,16,10,,30
7388,1889,Washington,Quapaw Agency,,Quapaw Boarding,boarding,53,39,,50
7391,1889,Washington,Quapaw Agency,,"Seneca, Shawnee, and Wyandotte Boarding",boarding,91,65,,85
7397,1889,Indian Territory,Sac and Fox Agency,,Absentee Shawnee Boarding,boarding,86,50,,80
7399,1889,Indian Territory,Sac and Fox Agency,,Sac and Fox Boarding,boarding,62,42,,60
7402,1889,Indian Territory,Sac and Fox Agency,,Sacred Heart Boarding,boarding,12,12,,100
7403,1889,Oklahoma,,Chilocco ,Chilocco Training,boarding,203,155,3,200
7412,1889,New Mexico,Pottawatomie and Great Nemaha Agency,,Pottawatomie Boarding,boarding,30,25,,30
7413,1889,New Mexico,Pottawatomie and Great Nemaha Agency,,Kickapoo Boarding,boarding,40,27,,30
7416,1889,New Mexico,Pottawatomie and Great Nemaha Agency,,Sac and Fox and Iowa Boarding,boarding,38,20,,50
7417,1889,Kansas,,Halstead,Mennonite Mission Boarding,boarding,29,23,3,35
